index,Date,Open,High,Low,Close,Volume,OpenInt
0,1988-03-02,0.17469,0.17469,0.16542,0.17469,8785062,0
1,1988-03-03,0.17469,0.17469,0.17469,0.17469,14116018,0
2,1988-03-04,0.16542,0.17469,0.16542,0.17469,48049097,0
3,1988-03-07,0.17469,0.18379,0.17469,0.17469,43423055,0
4,1988-03-08,0.17469,0.18379,0.17469,0.18379,43176336,0
5,1988-03-09,0.18379,0.19299000000000002,0.18379,0.19299000000000002,102213367,0
6,1988-03-10,0.19299000000000002,0.19299000000000002,0.17469,0.18379,75655515,0
7,1988-03-11,0.17469,0.18379,0.17469,0.18379,27271583,0
8,1988-03-14,0.18379,0.18379,0.17469,0.18379,44418754,0
9,1988-03-15,0.18379,0.19299000000000002,0.18379,0.18379,32549670,0
10,1988-03-16,0.18379,0.18379,0.18379,0.18379,18927098,0
11,1988-03-17,0.19299000000000002,0.20226,0.19299000000000002,0.19299000000000002,71179275,0
12,1988-03-18,0.20226,0.20226,0.19299000000000002,0.20226,28972203,0
13,1988-03-21,0.19299000000000002,0.20226,0.19299000000000002,0.19299000000000002,20099025,0
14,1988-03-22,0.19299000000000002,0.19299000000000002,0.18379,0.18379,31800693,0
15,1988-03-23,0.18379,0.18379,0.17469,0.18379,48850940,0
16,1988-03-24,0.17469,0.18379,0.17469,0.17469,30108886,0
17,1988-03-25,0.17469,0.17469,0.17469,0.17469,14662330,0
18,1988-03-28,0.17469,0.18379,0.17469,0.18379,36585338,0
19,1988-03-29,0.19299000000000002,0.19299000000000002,0.17469,0.18379,92520719,0
20,1988-03-30,0.18379,0.18379,0.17469,0.17469,63292986,0
21,1988-03-31,0.17469,0.18379,0.17469,0.18379,27342076,0
22,1988-04-04,0.17469,0.18379,0.17469,0.18379,19649637,0
23,1988-04-05,0.18379,0.18379,0.17469,0.18379,9710271,0
24,1988-04-06,0.18379,0.18379,0.17469,0.18379,32117905,0
25,1988-04-07,0.18379,0.18379,0.17469,0.18379,34778980,0
26,1988-04-08,0.18379,0.18379,0.17469,0.17469,11631175,0
27,1988-04-11,0.18379,0.19299000000000002,0.18379,0.18379,32452744,0
28,1988-04-12,0.18379,0.18379,0.18379,0.18379,21385502,0
29,1988-04-13,0.18379,0.19299000000000002,0.18379,0.19299000000000002,51089063,0
30,1988-04-14,0.18379,0.19299000000000002,0.17469,0.17469,41387600,0
31,1988-04-15,0.17469,0.17469,0.17469,0.17469,38030422,0
