index,Date,Open,High,Low,Close,Volume,OpenInt
0,1986-03-13,0.0672,0.07533,0.0672,0.07533,1371330506,0
1,1986-03-14,0.07533,0.07533,0.07533,0.07533,409569463,0
2,1986-03-17,0.07533,0.07533,0.07533,0.07533,176995245,0
3,1986-03-18,0.07533,0.07533,0.07533,0.07533,90067008,0
4,1986-03-19,0.07533,0.07533,0.07533,0.07533,63655515,0
5,1986-03-20,0.07533,0.07533,0.0672,0.07533,77665088,0
6,1986-03-21,0.07533,0.07533,0.0672,0.0672,79732075,0
7,1986-03-24,0.0672,0.0672,0.0672,0.0672,86775144,0
8,1986-03-25,0.0672,0.0672,0.0672,0.0672,42641156,0
9,1986-03-26,0.0672,0.07533,0.0672,0.0672,30239240,0
10,1986-03-27,0.0672,0.07533,0.0672,0.07533,22392348,0
11,1986-03-31,0.07533,0.07533,0.0672,0.07533,17110053,0
12,1986-04-01,0.07533,0.07533,0.0672,0.0672,14736846,0
13,1986-04-02,0.0672,0.07533,0.0672,0.07533,35904313,0
14,1986-04-03,0.07533,0.07533,0.07533,0.07533,30622016,0
15,1986-04-04,0.07533,0.07533,0.07533,0.07533,35330154,0
16,1986-04-07,0.07533,0.07533,0.0672,0.0672,22009574,0
17,1986-04-08,0.0672,0.07533,0.0672,0.07533,13626799,0
18,1986-04-09,0.07533,0.07533,0.07533,0.07533,16153115,0
19,1986-04-10,0.07533,0.07533,0.07533,0.07533,18449763,0
20,1986-04-11,0.07533,0.07533,0.07533,0.07533,22889957,0
21,1986-04-14,0.07533,0.07533,0.07533,0.07533,16153115,0
22,1986-04-15,0.07533,0.07533,0.07533,0.07533,12363640,0
23,1986-04-16,0.07533,0.07533,0.07533,0.07533,42411493,0
24,1986-04-17,0.07533,0.07533,0.07533,0.07533,29244027,0
25,1986-04-18,0.07533,0.07533,0.07533,0.07533,28746419,0
26,1986-04-21,0.07533,0.07533,0.07533,0.07533,30468906,0
27,1986-04-22,0.07533,0.07533,0.07533,0.07533,20669858,0
28,1986-04-23,0.07533,0.07533,0.07533,0.07533,20746419,0
29,1986-04-24,0.07533,0.08388999999999999,0.07533,0.08388999999999999,82870827,0
30,1986-04-25,0.08388999999999999,0.09222000000000001,0.08388999999999999,0.09222000000000001,114028729,0
