index,Date,Open,High,Low,Close,Volume,OpenInt
0,2005-02-25,20.913,21.363000000000003,20.913,21.363000000000003,2761287,0
1,2005-02-28,21.194000000000003,22.125999999999998,21.156999999999996,21.704,5477602,0
2,2005-03-01,21.728,22.059,21.549,21.735,2150754,0
3,2005-03-02,21.744,21.744,21.416,21.593000000000004,1784505,0
4,2005-03-03,21.549,21.634,21.250999999999998,21.329,1462877,0
5,2005-03-04,21.445999999999998,21.789,21.313000000000002,21.549,2724909,0
6,2005-03-07,21.491999999999997,21.728,21.313000000000002,21.651,2266008,0
7,2005-03-08,21.500999999999998,21.695999999999998,21.483,21.509,1743775,0
8,2005-03-09,21.445999999999998,21.593000000000004,21.320999999999998,21.379,2317689,0
9,2005-03-10,21.345,21.363000000000003,21.041,21.194000000000003,1458047,0
10,2005-03-11,20.98,21.065,20.726,20.776999999999997,3225838,0
11,2005-03-14,20.785,20.888,20.573,20.794,2443543,0
12,2005-03-15,20.954,21.006999999999998,20.301,20.37,5485611,0
13,2005-03-16,20.428,20.489,20.278,20.41,4372380,0
14,2005-03-17,20.473,20.581,20.241,20.344,3843790,0
15,2005-03-18,20.344,20.344,19.987000000000002,20.098,2787894,0
16,2005-03-21,20.223,20.495,20.156,20.395,2935993,0
17,2005-03-22,20.402,21.022,20.402,20.623,5573668,0
18,2005-03-23,20.504,20.709,20.445999999999998,20.641,3378530,0
19,2005-03-24,20.641,20.776999999999997,20.54,20.726,2296031,0
20,2005-03-28,20.794,21.065,20.794,20.871,2033617,0
21,2005-03-29,20.683000000000003,20.93,20.521,20.521,2961896,0
22,2005-03-30,20.573,20.895,20.54,20.861,1743654,0
23,2005-03-31,20.861,21.065,20.513,20.513,2516651,0
24,2005-04-01,21.211,21.406999999999996,20.66,20.76,4559805,0
25,2005-04-04,20.555999999999997,20.785,20.495,20.683000000000003,3762791,0
26,2005-04-05,20.76,21.151,20.717,21.116,2779890,0
27,2005-04-06,21.11,21.353,21.11,21.211,2743626,0
28,2005-04-07,21.235,21.278000000000002,20.818,21.142,3633528,0
29,2005-04-08,20.175,20.386,19.579,20.13,16528993,0
30,2005-04-11,20.13,20.13,19.325,19.826,4000011,0
31,2005-04-12,19.934,19.934,19.614,19.910999999999998,3528397,0
